run_id,epoch,model,val/Accuracy/dataloader_idx_0,val/Accuracy/dataloader_idx_1,val/Accuracy/dataloader_idx_2
ggt7k37k,987,explicit-known,0.6978333592414856,0.6898473501205444,0.6886666417121887
vdjxdmou,987,explicit-known,0.6964027881622314,0.6870555877685547,0.6859583854675293
xpwwo8yg,987,explicit-known,0.6974166631698608,0.6888611316680908,0.6867778897285461
t21r4eal,987,explicit-known,0.6977916359901428,0.6884444952011108,0.6869584321975708
3r8f45wp,987,explicit-known,0.6979027986526489,0.6926389336585999,0.6893610954284668
rlk1kwsq,911,explicit-mlp,0.6991389393806458,0.6885834336280823,0.6886944770812988
xfz63nny,911,explicit-mlp,0.6998611688613892,0.6898611187934875,0.6884444952011108
jr7jg44l,911,explicit-mlp,0.6973890066146851,0.6886111497879028,0.6856111884117126
uz9n1si4,911,explicit-mlp,0.6958333849906921,0.6908472776412964,0.6852500438690186
jpxr2wn7,911,explicit-mlp,0.6964167356491089,0.6887084245681763,0.6880139708518982
95kktf2c,918,explicit-transformer,0.7019861340522766,0.7016944289207458,0.6913750171661377
pcqt2uoq,918,explicit-transformer,0.702750027179718,0.7020972371101379,0.690944492816925
4nn9lwci,918,explicit-transformer,0.7010555863380432,0.7009167075157166,0.689541757106781
j5x6t2y2,918,explicit-transformer,0.7014305591583252,0.7024444937705994,0.691402792930603
yaylpo67,918,explicit-transformer,0.7031111121177673,0.7050972580909729,0.6946389675140381
jt4h1zo8,948,implicit,0.6672361493110657,0.6156527996063232,0.6595972776412964
alj6m1ib,948,implicit,0.6505555510520935,0.6211667060852051,0.5928750038146973
m01xx0ot,948,implicit,0.6958472728729248,0.6814584136009216,0.6855972409248352
vv27zm30,948,implicit,0.6659305691719055,0.6167916655540466,0.6642084121704102
y6gyhkif,948,implicit,0.6742500066757202,0.6442084312438965,0.5915416479110718
3asyhqda,981,known-latent,0.9871528148651123,0.9814584255218506,0.933055579662323
bu0maqtn,981,known-latent,0.9870694875717163,0.9822917580604553,0.9402639865875244
34dh1q7s,981,known-latent,0.9872917532920837,0.9820694923400879,0.9346528053283691
4b0jrx7d,981,known-latent,0.9874027371406555,0.9824861288070679,0.9310278296470642
15ures1a,981,known-latent,0.9875139594078064,0.9825834035873413,0.9372777938842773
